DMX ID,Light ID,Dome Theta,Dome Phi,Dome X,Dome Y,Dome Z,Pixel U,Pixel V
0,145,0.992516,5.94375,0.789624,0.546584,-0.278818,0.445977,0.315928
4,165,2.61445,3.43331,-0.481811,-0.864249,-0.144681,0.0464286,0.832206
5,200,0.337668,3.16083,-0.331226,0.94353,-0.00637176,0.00306122,0.107483
0,25,1.82558,0.0888248,0.963902,-0.252039,0.0858443,0.514137,0.581101
6,195,0.838613,2.14227,-0.402254,0.668495,0.625545,0.840952,0.266939
7,25,1.83046,2.01158,-0.412346,-0.256754,0.874098,0.820153,0.582653
8,65,2.87626,1.27921,0.0753839,-0.965005,0.251164,0.703593,0.915541
1,195,0.737118,5.14305,0.280609,0.740409,-0.610781,0.318543,0.234632
5,160,2.89475,2.89525,-0.236964,-0.96969,0.0595839,0.960794,0.921429
1,140,1.30049,5.42737,0.631799,0.267031,-0.727685,0.363793,0.413957
9,100,0.762958,0.628998,0.558805,0.722795,0.406576,0.600108,0.242857
2,160,2.88019,4.65622,-0.0145076,-0.966028,-0.258031,0.241061,0.916792
6,140,1.32576,2.32963,-0.667521,0.242589,0.703965,0.870772,0.422003
0,190,1.04189,5.80929,0.768216,0.50459,-0.393997,0.424578,0.331644
6,20,2.31196,2.60774,-0.635038,-0.675144,0.375377,0.915034,0.735918
7,190,1.00408,1.59324,-0.0189307,0.536867,0.843455,0.753571,0.319608
1,20,2.1879,5.66983,0.6669,-0.578671,-0.469451,0.402381,0.696429
1,35,1.29985,5.71803,0.813698,0.267639,-0.516009,0.410053,0.413757
5,15,2.47895,3.10815,-0.614855,-0.788372,0.0205687,0.994678,0.789076
7,185,1.20164,1.5708,-4.07666e-08,0.360831,0.932631,0.75,0.382493
6,35,1.32306,2.6527,-0.8559,0.245211,0.45531,0.92219,0.421143
2,15,2.55549,5.16451,0.241643,-0.833105,-0.497538,0.321958,0.813439
0,185,1.21291,5.87179,0.858488,0.350297,-0.374554,0.434524,0.386081
9,75,2.20324,0.640699,0.646621,-0.591119,0.482141,0.60197,0.701314
6,155,0.458479,2.42615,-0.334065,0.896727,0.290313,0.886134,0.145938
2,175,2.0479,4.66387,-0.0430836,-0.459206,-0.887284,0.242278,0.651866
9,115,2.7533,0.36469,0.35371,-0.925556,0.135035,0.558042,0.876402
1,155,0.418617,5.18717,0.185828,0.913652,-0.361535,0.325564,0.13325
5,175,2.07245,2.79901,-0.825837,-0.480879,0.294531,0.945476,0.659683
